INSERT INTO ALIMENT (REFERENCIA, NOM, PREU) VALUES
('REF871', 'ALI871', 98),
('REF872', 'ALI872', 14),
('REF873', 'ALI873', 98),
('REF874', 'ALI874', 15),
('REF875', 'ALI875', 1),
('REF876', 'ALI876', 64),
('REF877', 'ALI877', 49),
('REF878', 'ALI878', 70),
('REF879', 'ALI879', 83),
('REF880', 'ALI880', 59),
('REF881', 'ALI881', 95),
('REF882', 'ALI882', 31),
('REF883', 'ALI883', 18),
('REF884', 'ALI884', 28),
('REF885', 'ALI885', 84),
('REF886', 'ALI886', 45),
('REF887', 'ALI887', 43),
('REF888', 'ALI888', 13),
('REF889', 'ALI889', 47),
('REF890', 'ALI890', 66),
('REF891', 'ALI891', 89),
('REF892', 'ALI892', 25),
('REF893', 'ALI893', 59),
('REF894', 'ALI894', 71),
('REF895', 'ALI895', 82),
('REF896', 'ALI896', 85),
('REF897', 'ALI897', 78),
('REF898', 'ALI898', 31),
('REF899', 'ALI899', 100),
('REF900', 'ALI900', 58),
('REF901', 'ALI901', 39),
('REF902', 'ALI902', 76),
('REF903', 'ALI903', 18),
('REF904', 'ALI904', 51),
('REF905', 'ALI905', 23),
('REF906', 'ALI906', 23),
('REF907', 'ALI907', 90),
('REF908', 'ALI908', 74),
('REF909', 'ALI909', 57),
('REF910', 'ALI910', 40),
('REF911', 'ALI911', 35),
('REF912', 'ALI912', 67),
('REF913', 'ALI913', 58),
('REF914', 'ALI914', 75),
('REF915', 'ALI915', 80),
('REF916', 'ALI916', 40),
('REF917', 'ALI917', 3),
('REF918', 'ALI918', 86),
('REF919', 'ALI919', 23),
('REF920', 'ALI920', 15),
('REF921', 'ALI921', 34),
('REF922', 'ALI922', 15),
('REF923', 'ALI923', 12),
('REF924', 'ALI924', 66),
('REF925', 'ALI925', 49),
('REF926', 'ALI926', 72),
('REF927', 'ALI927', 66),
('REF928', 'ALI928', 62),
('REF929', 'ALI929', 91),
('REF930', 'ALI930', 90),
('REF931', 'ALI931', 76),
('REF932', 'ALI932', 40),
('REF933', 'ALI933', 45),
('REF934', 'ALI934', 20),
('REF935', 'ALI935', 10),
('REF936', 'ALI936', 9),
('REF937', 'ALI937', 33),
('REF938', 'ALI938', 78),
('REF939', 'ALI939', 19),
('REF940', 'ALI940', 44),
('REF941', 'ALI941', 5),
('REF942', 'ALI942', 94),
('REF943', 'ALI943', 51),
('REF944', 'ALI944', 94),
('REF945', 'ALI945', 82),
('REF946', 'ALI946', 70),
('REF947', 'ALI947', 50),
('REF948', 'ALI948', 29),
('REF949', 'ALI949', 81),
('REF950', 'ALI950', 4),
('REF951', 'ALI951', 100),
('REF952', 'ALI952', 98),
('REF953', 'ALI953', 99),
('REF954', 'ALI954', 44),
('REF955', 'ALI955', 52),
('REF956', 'ALI956', 82),
('REF957', 'ALI957', 30),
('REF958', 'ALI958', 32),
('REF959', 'ALI959', 43),
('REF960', 'ALI960', 88),
('REF961', 'ALI961', 43),
('REF962', 'ALI962', 50),
('REF963', 'ALI963', 30),
('REF964', 'ALI964', 33),
('REF965', 'ALI965', 51),
('REF966', 'ALI966', 94),
('REF967', 'ALI967', 29),
('REF968', 'ALI968', 96),
('REF969', 'ALI969', 3),
('REF970', 'ALI970', 71),
('REF971', 'ALI971', 84),
('REF972', 'ALI972', 58),
('REF973', 'ALI973', 7),
('REF974', 'ALI974', 29),
('REF975', 'ALI975', 15),
('REF976', 'ALI976', 75),
('REF977', 'ALI977', 28),
('REF978', 'ALI978', 64),
('REF979', 'ALI979', 97),
('REF980', 'ALI980', 15),
('REF981', 'ALI981', 72),
('REF982', 'ALI982', 32),
('REF983', 'ALI983', 90),
('REF984', 'ALI984', 68),
('REF985', 'ALI985', 43),
('REF986', 'ALI986', 13),
('REF987', 'ALI987', 2),
('REF988', 'ALI988', 59),
('REF989', 'ALI989', 33),
('REF990', 'ALI990', 42),
('REF991', 'ALI991', 56),
('REF992', 'ALI992', 46),
('REF993', 'ALI993', 47),
('REF994', 'ALI994', 47),
('REF995', 'ALI995', 7),
('REF996', 'ALI996', 14),
('REF997', 'ALI997', 49),
('REF998', 'ALI998', 60),
('REF999', 'ALI999', 35),
('REF1000', 'ALI1000', 94),
('REF1001', 'ALI1001', 69),
('REF1002', 'ALI1002', 29),
('REF1003', 'ALI1003', 48),
('REF1004', 'ALI1004', 28),
('REF1005', 'ALI1005', 1),
('REF1006', 'ALI1006', 32),
('REF1007', 'ALI1007', 60),
('REF1008', 'ALI1008', 43),
('REF1009', 'ALI1009', 27),
('REF1010', 'ALI1010', 5),
('REF1011', 'ALI1011', 49),
('REF1012', 'ALI1012', 79),
('REF1013', 'ALI1013', 2),
('REF1014', 'ALI1014', 29),
('REF1015', 'ALI1015', 85),
('REF1016', 'ALI1016', 89),
('REF1017', 'ALI1017', 13),
('REF1018', 'ALI1018', 78),
('REF1019', 'ALI1019', 86),
('REF1020', 'ALI1020', 83),
('REF1021', 'ALI1021', 4),
('REF1022', 'ALI1022', 19),
('REF1023', 'ALI1023', 86),
('REF1024', 'ALI1024', 60),
('REF1025', 'ALI1025', 27),
('REF1026', 'ALI1026', 57),
('REF1027', 'ALI1027', 43),
('REF1028', 'ALI1028', 69),
('REF1029', 'ALI1029', 71),
('REF1030', 'ALI1030', 74),
('REF1031', 'ALI1031', 1),
('REF1032', 'ALI1032', 61),
('REF1033', 'ALI1033', 44),
('REF1034', 'ALI1034', 73),
('REF1035', 'ALI1035', 44),
('REF1036', 'ALI1036', 30),
('REF1037', 'ALI1037', 61),
('REF1038', 'ALI1038', 67),
('REF1039', 'ALI1039', 41),
('REF1040', 'ALI1040', 77),
('REF1041', 'ALI1041', 24),
('REF1042', 'ALI1042', 9),
('REF1043', 'ALI1043', 74),
('REF1044', 'ALI1044', 15),
('REF1045', 'ALI1045', 65),
('REF1046', 'ALI1046', 60),
('REF1047', 'ALI1047', 86),
('REF1048', 'ALI1048', 91),
('REF1049', 'ALI1049', 14),
('REF1050', 'ALI1050', 22),
('REF1051', 'ALI1051', 44),
('REF1052', 'ALI1052', 57),
('REF1053', 'ALI1053', 37),
('REF1054', 'ALI1054', 14),
('REF1055', 'ALI1055', 30),
('REF1056', 'ALI1056', 16),
('REF1057', 'ALI1057', 34),
('REF1058', 'ALI1058', 72),
('REF1059', 'ALI1059', 30),
('REF1060', 'ALI1060', 8),
('REF1061', 'ALI1061', 89),
('REF1062', 'ALI1062', 75),
('REF1063', 'ALI1063', 69),
('REF1064', 'ALI1064', 41),
('REF1065', 'ALI1065', 20),
('REF1066', 'ALI1066', 15),
('REF1067', 'ALI1067', 28),
('REF1068', 'ALI1068', 9),
('REF1069', 'ALI1069', 42),
('REF1070', 'ALI1070', 27),
('REF1071', 'ALI1071', 10),
('REF1072', 'ALI1072', 98),
('REF1073', 'ALI1073', 30),
('REF1074', 'ALI1074', 28),
('REF1075', 'ALI1075', 44),
('REF1076', 'ALI1076', 53),
('REF1077', 'ALI1077', 63),
('REF1078', 'ALI1078', 12),
('REF1079', 'ALI1079', 68),
('REF1080', 'ALI1080', 56),
('REF1081', 'ALI1081', 90),
('REF1082', 'ALI1082', 39),
('REF1083', 'ALI1083', 19),
('REF1084', 'ALI1084', 45),
('REF1085', 'ALI1085', 98),
('REF1086', 'ALI1086', 36),
('REF1087', 'ALI1087', 77),
('REF1088', 'ALI1088', 48),
('REF1089', 'ALI1089', 65),
('REF1090', 'ALI1090', 16),
('REF1091', 'ALI1091', 76),
('REF1092', 'ALI1092', 73),
('REF1093', 'ALI1093', 51),
('REF1094', 'ALI1094', 15),
('REF1095', 'ALI1095', 1),
('REF1096', 'ALI1096', 12),
('REF1097', 'ALI1097', 40),
('REF1098', 'ALI1098', 11),
('REF1099', 'ALI1099', 92),
('REF1100', 'ALI1100', 32),
('REF1101', 'ALI1101', 3),
('REF1102', 'ALI1102', 19),
('REF1103', 'ALI1103', 76),
('REF1104', 'ALI1104', 34),
('REF1105', 'ALI1105', 54),
('REF1106', 'ALI1106', 50),
('REF1107', 'ALI1107', 66),
('REF1108', 'ALI1108', 40),
('REF1109', 'ALI1109', 67),
('REF1110', 'ALI1110', 17),
('REF1111', 'ALI1111', 19),
('REF1112', 'ALI1112', 100),
('REF1113', 'ALI1113', 16),
('REF1114', 'ALI1114', 11),
('REF1115', 'ALI1115', 56),
('REF1116', 'ALI1116', 39),
('REF1117', 'ALI1117', 98),
('REF1118', 'ALI1118', 76),
('REF1119', 'ALI1119', 11),
('REF1120', 'ALI1120', 53),
('REF1121', 'ALI1121', 27),
('REF1122', 'ALI1122', 76),
('REF1123', 'ALI1123', 100),
('REF1124', 'ALI1124', 18),
('REF1125', 'ALI1125', 37),
('REF1126', 'ALI1126', 26),
('REF1127', 'ALI1127', 89),
('REF1128', 'ALI1128', 28),
('REF1129', 'ALI1129', 65),
('REF1130', 'ALI1130', 77),
('REF1131', 'ALI1131', 96),
('REF1132', 'ALI1132', 59),
('REF1133', 'ALI1133', 22),
('REF1134', 'ALI1134', 12),
('REF1135', 'ALI1135', 6),
('REF1136', 'ALI1136', 1),
('REF1137', 'ALI1137', 72),
('REF1138', 'ALI1138', 90),
('REF1139', 'ALI1139', 25),
('REF1140', 'ALI1140', 28),
('REF1141', 'ALI1141', 88),
('REF1142', 'ALI1142', 48),
('REF1143', 'ALI1143', 40),
('REF1144', 'ALI1144', 21),
('REF1145', 'ALI1145', 20),
('REF1146', 'ALI1146', 28),
('REF1147', 'ALI1147', 27),
('REF1148', 'ALI1148', 96),
('REF1149', 'ALI1149', 9),
('REF1150', 'ALI1150', 66),
('REF1151', 'ALI1151', 2),
('REF1152', 'ALI1152', 46),
('REF1153', 'ALI1153', 97),
('REF1154', 'ALI1154', 70),
('REF1155', 'ALI1155', 55),
('REF1156', 'ALI1156', 70),
('REF1157', 'ALI1157', 4),
('REF1158', 'ALI1158', 82),
('REF1159', 'ALI1159', 20),
('REF1160', 'ALI1160', 97),
('REF1161', 'ALI1161', 58),
('REF1162', 'ALI1162', 69),
('REF1163', 'ALI1163', 11),
('REF1164', 'ALI1164', 58),
('REF1165', 'ALI1165', 34),
('REF1166', 'ALI1166', 69),
('REF1167', 'ALI1167', 68),
('REF1168', 'ALI1168', 14),
('REF1169', 'ALI1169', 62),
('REF1170', 'ALI1170', 6),
('REF1171', 'ALI1171', 45),
('REF1172', 'ALI1172', 57),
('REF1173', 'ALI1173', 80),
('REF1174', 'ALI1174', 85),
('REF1175', 'ALI1175', 81),
('REF1176', 'ALI1176', 33),
('REF1177', 'ALI1177', 7),
('REF1178', 'ALI1178', 4),
('REF1179', 'ALI1179', 40),
('REF1180', 'ALI1180', 42),
('REF1181', 'ALI1181', 31),
('REF1182', 'ALI1182', 59),
('REF1183', 'ALI1183', 84),
('REF1184', 'ALI1184', 40),
('REF1185', 'ALI1185', 94),
('REF1186', 'ALI1186', 28),
('REF1187', 'ALI1187', 21),
('REF1188', 'ALI1188', 10),
('REF1189', 'ALI1189', 22),
('REF1190', 'ALI1190', 100),
('REF1191', 'ALI1191', 69),
('REF1192', 'ALI1192', 17),
('REF1193', 'ALI1193', 8),
('REF1194', 'ALI1194', 95),
('REF1195', 'ALI1195', 78),
('REF1196', 'ALI1196', 5),
('REF1197', 'ALI1197', 11),
('REF1198', 'ALI1198', 34),
('REF1199', 'ALI1199', 66),
('REF1200', 'ALI1200', 34),
('REF1201', 'ALI1201', 31),
('REF1202', 'ALI1202', 84),
('REF1203', 'ALI1203', 86),
('REF1204', 'ALI1204', 3),
('REF1205', 'ALI1205', 26),
('REF1206', 'ALI1206', 66),
('REF1207', 'ALI1207', 88),
('REF1208', 'ALI1208', 32),
('REF1209', 'ALI1209', 68),
('REF1210', 'ALI1210', 97),
('REF1211', 'ALI1211', 55),
('REF1212', 'ALI1212', 59),
('REF1213', 'ALI1213', 39),
('REF1214', 'ALI1214', 14),
('REF1215', 'ALI1215', 80),
('REF1216', 'ALI1216', 87),
('REF1217', 'ALI1217', 75),
('REF1218', 'ALI1218', 12),
('REF1219', 'ALI1219', 53),
('REF1220', 'ALI1220', 84),
('REF1221', 'ALI1221', 100),
('REF1222', 'ALI1222', 90),
('REF1223', 'ALI1223', 75),
('REF1224', 'ALI1224', 90),
('REF1225', 'ALI1225', 70),
('REF1226', 'ALI1226', 71),
('REF1227', 'ALI1227', 69),
('REF1228', 'ALI1228', 8),
('REF1229', 'ALI1229', 17),
('REF1230', 'ALI1230', 16),
('REF1231', 'ALI1231', 21),
('REF1232', 'ALI1232', 12),
('REF1233', 'ALI1233', 97),
('REF1234', 'ALI1234', 25),
('REF1235', 'ALI1235', 79),
('REF1236', 'ALI1236', 55),
('REF1237', 'ALI1237', 17),
('REF1238', 'ALI1238', 81),
('REF1239', 'ALI1239', 29),
('REF1240', 'ALI1240', 91),
('REF1241', 'ALI1241', 36),
('REF1242', 'ALI1242', 45),
('REF1243', 'ALI1243', 95),
('REF1244', 'ALI1244', 74),
('REF1245', 'ALI1245', 55),
('REF1246', 'ALI1246', 52),
('REF1247', 'ALI1247', 42),
('REF1248', 'ALI1248', 78),
('REF1249', 'ALI1249', 7),
('REF1250', 'ALI1250', 96),
('REF1251', 'ALI1251', 85),
('REF1252', 'ALI1252', 54),
('REF1253', 'ALI1253', 70),
('REF1254', 'ALI1254', 31),
('REF1255', 'ALI1255', 7),
('REF1256', 'ALI1256', 40),
('REF1257', 'ALI1257', 5),
('REF1258', 'ALI1258', 4),
('REF1259', 'ALI1259', 28),
('REF1260', 'ALI1260', 75),
('REF1261', 'ALI1261', 8),
('REF1262', 'ALI1262', 27),
('REF1263', 'ALI1263', 20),
('REF1264', 'ALI1264', 89),
('REF1265', 'ALI1265', 37),
('REF1266', 'ALI1266', 58),
('REF1267', 'ALI1267', 74),
('REF1268', 'ALI1268', 35),
('REF1269', 'ALI1269', 35),
('REF1270', 'ALI1270', 62),
('REF1271', 'ALI1271', 34),
('REF1272', 'ALI1272', 86),
('REF1273', 'ALI1273', 83),
('REF1274', 'ALI1274', 37),
('REF1275', 'ALI1275', 29),
('REF1276', 'ALI1276', 83),
('REF1277', 'ALI1277', 74),
('REF1278', 'ALI1278', 48),
('REF1279', 'ALI1279', 91),
('REF1280', 'ALI1280', 98),
('REF1281', 'ALI1281', 19),
('REF1282', 'ALI1282', 89),
('REF1283', 'ALI1283', 87),
('REF1284', 'ALI1284', 54),
('REF1285', 'ALI1285', 100),
('REF1286', 'ALI1286', 60),
('REF1287', 'ALI1287', 7),
('REF1288', 'ALI1288', 69),
('REF1289', 'ALI1289', 28),
('REF1290', 'ALI1290', 44),
('REF1291', 'ALI1291', 98),
('REF1292', 'ALI1292', 15),
('REF1293', 'ALI1293', 40),
('REF1294', 'ALI1294', 45),
('REF1295', 'ALI1295', 39),
('REF1296', 'ALI1296', 45),
('REF1297', 'ALI1297', 10),
('REF1298', 'ALI1298', 93),
('REF1299', 'ALI1299', 1),
('REF1300', 'ALI1300', 61),
('REF1301', 'ALI1301', 95),
('REF1302', 'ALI1302', 92),
('REF1303', 'ALI1303', 17),
('REF1304', 'ALI1304', 53),
('REF1305', 'ALI1305', 8),
('REF1306', 'ALI1306', 49),
('REF1307', 'ALI1307', 61),
('REF1308', 'ALI1308', 6),
('REF1309', 'ALI1309', 84),
('REF1310', 'ALI1310', 26),
('REF1311', 'ALI1311', 10),
('REF1312', 'ALI1312', 66),
('REF1313', 'ALI1313', 14),
('REF1314', 'ALI1314', 79),
('REF1315', 'ALI1315', 32),
('REF1316', 'ALI1316', 94),
('REF1317', 'ALI1317', 47),
('REF1318', 'ALI1318', 32),
('REF1319', 'ALI1319', 70),
('REF1320', 'ALI1320', 54),
('REF1321', 'ALI1321', 52),
('REF1322', 'ALI1322', 41),
('REF1323', 'ALI1323', 49),
('REF1324', 'ALI1324', 55),
('REF1325', 'ALI1325', 48),
('REF1326', 'ALI1326', 8),
('REF1327', 'ALI1327', 83),
('REF1328', 'ALI1328', 88),
('REF1329', 'ALI1329', 56),
('REF1330', 'ALI1330', 23),
('REF1331', 'ALI1331', 53),
('REF1332', 'ALI1332', 96),
('REF1333', 'ALI1333', 53),
('REF1334', 'ALI1334', 3),
('REF1335', 'ALI1335', 18),
('REF1336', 'ALI1336', 23),
('REF1337', 'ALI1337', 64),
('REF1338', 'ALI1338', 29),
('REF1339', 'ALI1339', 66),
('REF1340', 'ALI1340', 84),
('REF1341', 'ALI1341', 25),
('REF1342', 'ALI1342', 59),
('REF1343', 'ALI1343', 35),
('REF1344', 'ALI1344', 4),
('REF1345', 'ALI1345', 65),
('REF1346', 'ALI1346', 42),
('REF1347', 'ALI1347', 24),
('REF1348', 'ALI1348', 33),
('REF1349', 'ALI1349', 69),
('REF1350', 'ALI1350', 36),
('REF1351', 'ALI1351', 20),
('REF1352', 'ALI1352', 46),
('REF1353', 'ALI1353', 8),
('REF1354', 'ALI1354', 65),
('REF1355', 'ALI1355', 79),
('REF1356', 'ALI1356', 79),
('REF1357', 'ALI1357', 22),
('REF1358', 'ALI1358', 32),
('REF1359', 'ALI1359', 19),
('REF1360', 'ALI1360', 5),
('REF1361', 'ALI1361', 60),
('REF1362', 'ALI1362', 56),
('REF1363', 'ALI1363', 57),
('REF1364', 'ALI1364', 80),
('REF1365', 'ALI1365', 41),
('REF1366', 'ALI1366', 44),
('REF1367', 'ALI1367', 51),
('REF1368', 'ALI1368', 45),
('REF1369', 'ALI1369', 42),
('REF1370', 'ALI1370', 44),
('REF1371', 'ALI1371', 98),
('REF1372', 'ALI1372', 23),
('REF1373', 'ALI1373', 9),
('REF1374', 'ALI1374', 82),
('REF1375', 'ALI1375', 6),
('REF1376', 'ALI1376', 50),
('REF1377', 'ALI1377', 27),
('REF1378', 'ALI1378', 90),
('REF1379', 'ALI1379', 22),
('REF1380', 'ALI1380', 19),
('REF1381', 'ALI1381', 84),
('REF1382', 'ALI1382', 46),
('REF1383', 'ALI1383', 46),
('REF1384', 'ALI1384', 3),
('REF1385', 'ALI1385', 33),
('REF1386', 'ALI1386', 26),
('REF1387', 'ALI1387', 5),
('REF1388', 'ALI1388', 51),
('REF1389', 'ALI1389', 89),
('REF1390', 'ALI1390', 84),
('REF1391', 'ALI1391', 67),
('REF1392', 'ALI1392', 57),
('REF1393', 'ALI1393', 14),
('REF1394', 'ALI1394', 32),
('REF1395', 'ALI1395', 75),
('REF1396', 'ALI1396', 77),
('REF1397', 'ALI1397', 42),
('REF1398', 'ALI1398', 86),
('REF1399', 'ALI1399', 10),
('REF1400', 'ALI1400', 79),
('REF1401', 'ALI1401', 27),
('REF1402', 'ALI1402', 100),
('REF1403', 'ALI1403', 11),
('REF1404', 'ALI1404', 1),
('REF1405', 'ALI1405', 24),
('REF1406', 'ALI1406', 27),
('REF1407', 'ALI1407', 72),
('REF1408', 'ALI1408', 8),
('REF1409', 'ALI1409', 85),
('REF1410', 'ALI1410', 43),
('REF1411', 'ALI1411', 75),
('REF1412', 'ALI1412', 37),
('REF1413', 'ALI1413', 78),
('REF1414', 'ALI1414', 17),
('REF1415', 'ALI1415', 51),
('REF1416', 'ALI1416', 18),
('REF1417', 'ALI1417', 63),
('REF1418', 'ALI1418', 53),
('REF1419', 'ALI1419', 54),
('REF1420', 'ALI1420', 71),
('REF1421', 'ALI1421', 10),
('REF1422', 'ALI1422', 52),
('REF1423', 'ALI1423', 11),
('REF1424', 'ALI1424', 19),
('REF1425', 'ALI1425', 97),
('REF1426', 'ALI1426', 42),
('REF1427', 'ALI1427', 65),
('REF1428', 'ALI1428', 28),
('REF1429', 'ALI1429', 10),
('REF1430', 'ALI1430', 97),
('REF1431', 'ALI1431', 98),
('REF1432', 'ALI1432', 28),
('REF1433', 'ALI1433', 66),
('REF1434', 'ALI1434', 64),
('REF1435', 'ALI1435', 62),
('REF1436', 'ALI1436', 45),
('REF1437', 'ALI1437', 74),
('REF1438', 'ALI1438', 95),
('REF1439', 'ALI1439', 48),
('REF1440', 'ALI1440', 24),
('REF1441', 'ALI1441', 11),
('REF1442', 'ALI1442', 69),
('REF1443', 'ALI1443', 19),
('REF1444', 'ALI1444', 41),
('REF1445', 'ALI1445', 28),
('REF1446', 'ALI1446', 62),
('REF1447', 'ALI1447', 59),
('REF1448', 'ALI1448', 95),
('REF1449', 'ALI1449', 77),
('REF1450', 'ALI1450', 30),
('REF1451', 'ALI1451', 24),
('REF1452', 'ALI1452', 20),
('REF1453', 'ALI1453', 83),
('REF1454', 'ALI1454', 65),
('REF1455', 'ALI1455', 60),
('REF1456', 'ALI1456', 32),
('REF1457', 'ALI1457', 18),
('REF1458', 'ALI1458', 20),
('REF1459', 'ALI1459', 20),
('REF1460', 'ALI1460', 71),
('REF1461', 'ALI1461', 24),
('REF1462', 'ALI1462', 14),
('REF1463', 'ALI1463', 79),
('REF1464', 'ALI1464', 1),
('REF1465', 'ALI1465', 55),
('REF1466', 'ALI1466', 43),
('REF1467', 'ALI1467', 51),
('REF1468', 'ALI1468', 79),
('REF1469', 'ALI1469', 95),
('REF1470', 'ALI1470', 14),
('REF1471', 'ALI1471', 14),
('REF1472', 'ALI1472', 71),
('REF1473', 'ALI1473', 56),
('REF1474', 'ALI1474', 59),
('REF1475', 'ALI1475', 70),
('REF1476', 'ALI1476', 13),
('REF1477', 'ALI1477', 55),
('REF1478', 'ALI1478', 92),
('REF1479', 'ALI1479', 31),
('REF1480', 'ALI1480', 9),
('REF1481', 'ALI1481', 47),
('REF1482', 'ALI1482', 97),
('REF1483', 'ALI1483', 93),
('REF1484', 'ALI1484', 84),
('REF1485', 'ALI1485', 53),
('REF1486', 'ALI1486', 62),
('REF1487', 'ALI1487', 49),
('REF1488', 'ALI1488', 36),
('REF1489', 'ALI1489', 20),
('REF1490', 'ALI1490', 37),
('REF1491', 'ALI1491', 79),
('REF1492', 'ALI1492', 40),
('REF1493', 'ALI1493', 28),
('REF1494', 'ALI1494', 13),
('REF1495', 'ALI1495', 10),
('REF1496', 'ALI1496', 97),
('REF1497', 'ALI1497', 4),
('REF1498', 'ALI1498', 91),
('REF1499', 'ALI1499', 10),
('REF1500', 'ALI1500', 91);

INSERT INTO PROVEIDOR (NIF, NOM) VALUES
('NIF1', 'Proveedor1'),
('NIF2', 'Proveedor2'),
('NIF3', 'Proveedor3'),
('NIF4', 'Proveedor4'),
('NIF5', 'Proveedor5'),
('NIF6', 'Proveedor6'),
('NIF7', 'Proveedor7'),
('NIF8', 'Proveedor8'),
('NIF9', 'Proveedor9'),
('NIF10', 'Proveedor10'),
('NIF11', 'Proveedor11'),
('NIF12', 'Proveedor12'),
('NIF13', 'Proveedor13'),
('NIF14', 'Proveedor14'),
('NIF15', 'Proveedor15'),
('NIF16', 'Proveedor16'),
('NIF17', 'Proveedor17'),
('NIF18', 'Proveedor18'),
('NIF19', 'Proveedor19'),
('NIF20', 'Proveedor20'),
('NIF21', 'Proveedor21'),
('NIF22', 'Proveedor22'),
('NIF23', 'Proveedor23'),
('NIF24', 'Proveedor24'),
('NIF25', 'Proveedor25'),
('NIF26', 'Proveedor26'),
('NIF27', 'Proveedor27'),
('NIF28', 'Proveedor28'),
('NIF29', 'Proveedor29'),
('NIF30', 'Proveedor30'),
('NIF31', 'Proveedor31'),
('NIF32', 'Proveedor32'),
('NIF33', 'Proveedor33'),
('NIF34', 'Proveedor34'),
('NIF35', 'Proveedor35'),
('NIF36', 'Proveedor36'),
('NIF37', 'Proveedor37'),
('NIF38', 'Proveedor38'),
('NIF39', 'Proveedor39'),
('NIF40', 'Proveedor40'),
('NIF41', 'Proveedor41'),
('NIF42', 'Proveedor42'),
('NIF43', 'Proveedor43'),
('NIF44', 'Proveedor44'),
('NIF45', 'Proveedor45'),
('NIF46', 'Proveedor46'),
('NIF47', 'Proveedor47'),
('NIF48', 'Proveedor48'),
('NIF49', 'Proveedor49'),
('NIF50', 'Proveedor50'),
('NIF51', 'Proveedor51'),
('NIF52', 'Proveedor52'),
('NIF53', 'Proveedor53'),
('NIF54', 'Proveedor54'),
('NIF55', 'Proveedor55'),
('NIF56', 'Proveedor56'),
('NIF57', 'Proveedor57'),
('NIF58', 'Proveedor58'),
('NIF59', 'Proveedor59'),
('NIF60', 'Proveedor60'),
('NIF61', 'Proveedor61'),
('NIF62', 'Proveedor62'),
('NIF63', 'Proveedor63'),
('NIF64', 'Proveedor64'),
('NIF65', 'Proveedor65'),
('NIF66', 'Proveedor66'),
('NIF67', 'Proveedor67'),
('NIF68', 'Proveedor68'),
('NIF69', 'Proveedor69'),
('NIF70', 'Proveedor70'),
('NIF71', 'Proveedor71'),
('NIF72', 'Proveedor72'),
('NIF73', 'Proveedor73'),
('NIF74', 'Proveedor74'),
('NIF75', 'Proveedor75'),
('NIF76', 'Proveedor76'),
('NIF77', 'Proveedor77'),
('NIF78', 'Proveedor78'),
('NIF79', 'Proveedor79'),
('NIF80', 'Proveedor80'),
('NIF81', 'Proveedor81'),
('NIF82', 'Proveedor82'),
('NIF83', 'Proveedor83'),
('NIF84', 'Proveedor84'),
('NIF85', 'Proveedor85'),
('NIF86', 'Proveedor86'),
('NIF87', 'Proveedor87'),
('NIF88', 'Proveedor88'),
('NIF89', 'Proveedor89'),
('NIF90', 'Proveedor90'),
('NIF91', 'Proveedor91'),
('NIF92', 'Proveedor92'),
('NIF93', 'Proveedor93'),
('NIF94', 'Proveedor94'),
('NIF95', 'Proveedor95'),
('NIF96', 'Proveedor96'),
('NIF97', 'Proveedor97'),
('NIF98', 'Proveedor98'),
('NIF99', 'Proveedor99'),
('NIF100', 'Proveedor100'),
('NIF101', 'Proveedor101'),
('NIF102', 'Proveedor102'),
('NIF103', 'Proveedor103'),
('NIF104', 'Proveedor104'),
('NIF105', 'Proveedor105'),
('NIF106', 'Proveedor106'),
('NIF107', 'Proveedor107'),
('NIF108', 'Proveedor108'),
('NIF109', 'Proveedor109'),
('NIF110', 'Proveedor110'),
('NIF111', 'Proveedor111'),
('NIF112', 'Proveedor112'),
('NIF113', 'Proveedor113'),
('NIF114', 'Proveedor114'),
('NIF115', 'Proveedor115'),
('NIF116', 'Proveedor116'),
('NIF117', 'Proveedor117'),
('NIF118', 'Proveedor118'),
('NIF119', 'Proveedor119'),
('NIF120', 'Proveedor120'),
('NIF121', 'Proveedor121'),
('NIF122', 'Proveedor122'),
('NIF123', 'Proveedor123'),
('NIF124', 'Proveedor124'),
('NIF125', 'Proveedor125'),
('NIF126', 'Proveedor126'),
('NIF127', 'Proveedor127'),
('NIF128', 'Proveedor128'),
('NIF129', 'Proveedor129'),
('NIF130', 'Proveedor130'),
('NIF131', 'Proveedor131'),
('NIF132', 'Proveedor132'),
('NIF133', 'Proveedor133'),
('NIF134', 'Proveedor134'),
('NIF135', 'Proveedor135'),
('NIF136', 'Proveedor136'),
('NIF137', 'Proveedor137'),
